NZr,NZc,Tr,Tc,MSE,Nsteps,Compressed Memory Footprint (byte),Nops,Ncycles,CTC (Ops/byte),CP (GOps/s),AttPerf (GOps/s),Execution Time (s)
48,48,2,2,0.002976666497302374,18,35424.0,17280,3456,0.4643164230438521,1.0,1.0,1.728e-05
48,56,2,2,0.002969429787923099,16,32512.0,15872,3072,0.4626865671641791,1.0333333333333334,1.0333333333333334,1.536e-05
48,64,2,2,0.0029317140239252418,15,31440.0,15360,2880,0.46220510351468463,1.0666666666666664,1.0666666666666664,1.4400000000000004e-05
48,72,2,2,0.0029359173498552803,14,30240.0,14784,2688,0.46153846153846156,1.1,1.1,1.3439999999999998e-05
48,80,2,2,0.002980149388195095,13,28912.0,14144,2496,0.460656591974987,1.1333333333333335,1.1333333333333335,1.2479999999999997e-05
48,88,2,2,0.0029453152443309253,13,29744.0,14560,2496,0.46169457128361235,1.1666666666666665,1.1666666666666665,1.2480000000000002e-05
48,96,2,2,0.002933824931905979,13,30576.0,14976,2496,0.46267918932278795,1.2,1.2,1.248e-05
48,12,2,8,0.0029871934767175296,25,48975.0,24000,4800,0.4727480449898556,1.0,1.0,2.4e-05
48,14,2,8,0.0029543807765940555,22,44506.0,21824,4224,0.4713810531772431,1.0333333333333334,1.0333333333333334,2.1119999999999998e-05
48,16,2,8,0.0029565760015117432,19,39653.0,19456,3648,0.46944142839908315,1.0666666666666664,1.0666666666666664,1.8240000000000005e-05
48,18,2,8,0.002961954250259301,17,36567.0,17952,3264,0.4679996871659845,1.1,1.1,1.632e-05
48,20,2,8,0.002964533095956562,15,33225.0,16320,2880,0.4660593426050204,1.1333333333333335,1.1333333333333335,1.4399999999999998e-05
48,22,2,8,0.0029281058368864285,14,31906.0,15680,2688,0.46530951391773995,1.1666666666666665,1.1666666666666665,1.3440000000000002e-05
48,24,2,8,0.002933824931905979,13,30459.0,14976,2496,0.46435769433505936,1.2,1.2,1.248e-05
48,6,2,16,0.0029869454944766293,27,52852.5,25920,5184,0.47433868001354207,1.0,1.0,2.592e-05
48,7,2,16,0.0029702469176164357,23,46494.5,22816,4416,0.4725130212378201,1.0333333333333334,1.0333333333333334,2.2079999999999995e-05
48,8,2,16,0.0029856935783394204,20,41710.0,20480,3840,0.4707829525079307,1.0666666666666664,1.0666666666666664,1.9200000000000003e-05
48,9,2,16,0.00296871724336663,18,38691.0,19008,3456,0.4695304201763703,1.1,1.1,1.728e-05
48,10,2,16,0.002961773759727655,16,35416.0,17408,3072,0.46785637497312405,1.1333333333333335,1.1333333333333335,1.536e-05
48,11,2,16,0.0029764738678445877,14,31885.0,15680,2688,0.465599667428809,1.1666666666666665,1.1666666666666665,1.3440000000000002e-05
48,12,2,16,0.002933824931905979,13,30439.5,14976,2496,0.4646386299117323,1.2,1.2,1.248e-05
48,3,2,32,0.002979076865145929,27,52832.25,25920,5184,0.47451452422687723,1.0,1.0,2.592e-05
48,4,2,32,0.0029793409812719786,21,43779.75,21504,4032,0.4718712799047656,1.0666666666666664,1.0666666666666664,2.0160000000000003e-05
48,5,2,32,0.002920797030781215,17,37616.75,18496,3264,0.4693373933453865,1.1333333333333335,1.1333333333333335,1.6319999999999996e-05
48,6,2,32,0.002933824931905979,13,30429.75,14976,2496,0.4647792252127833,1.2,1.2,1.248e-05
48,2,2,64,0.0029624561222664613,21,43771.875,21504,4032,0.4719528354425518,1.0666666666666664,1.0666666666666664,2.0160000000000003e-05
48,3,2,64,0.002933824931905979,13,30424.875,14976,2496,0.46484955477525364,1.2,1.2,1.248e-05
48,1,2,192,0.002933824931905979,13,30421.625,14976,2496,0.4648964529760311,1.2,1.2,1.248e-05
56,48,2,2,0.002921812889790825,18,40032.0,19584,4032,0.468247895944912,0.9714285714285713,0.9714285714285713,2.0160000000000003e-05
56,56,2,2,0.002992589925627578,15,34320.0,16800,3360,0.4652193176783341,1.0,1.0,1.68e-05
56,64,2,2,0.0029634420962829297,14,32928.0,16128,3136,0.4645161290322581,1.0285714285714287,1.0285714285714287,1.568e-05
56,72,2,2,0.002975551166511678,13,31408.0,15392,2912,0.4636144578313253,1.0571428571428572,1.0571428571428572,1.456e-05
56,80,2,2,0.002908865586257659,13,32240.0,15808,2912,0.46450399623883404,1.0857142857142859,1.0857142857142859,1.4559999999999998e-05
56,88,2,2,0.0029996468183557507,12,30528.0,14976,2688,0.4633663366336634,1.1142857142857143,1.1142857142857143,1.344e-05
56,96,2,2,0.002988041732831299,12,31296.0,15360,2688,0.46421663442940037,1.1428571428571428,1.1428571428571428,1.344e-05
56,12,2,8,0.0029616600554119243,24,53160.0,26112,5376,0.4751783374581453,0.9714285714285713,0.9714285714285713,2.6880000000000004e-05
56,14,2,8,0.0029513587183955556,21,47859.0,23520,4704,0.4737064711687579,1.0,1.0,2.352e-05
56,16,2,8,0.0029734195013616893,18,42174.0,20736,4032,0.47163717418004825,1.0285714285714287,1.0285714285714287,2.0159999999999997e-05
56,18,2,8,0.0029715095873329624,16,38512.0,18944,3584,0.4700277888050814,1.0571428571428572,1.0571428571428572,1.792e-05
56,20,2,8,0.0029959426495026515,14,34594.0,17024,3136,0.467872258560985,1.0857142857142859,1.0857142857142859,1.568e-05
56,22,2,8,0.0029698938558631164,13,32955.0,16224,2912,0.4669180073099836,1.1142857142857143,1.1142857142857143,1.456e-05
56,24,2,8,0.002988041732831299,12,31188.0,15360,2688,0.46573681018799273,1.1428571428571428,1.1428571428571428,1.344e-05
56,6,2,16,0.0029880519511540746,25,55337.5,27200,5600,0.4761112910142746,0.9714285714285713,0.9714285714285713,2.8000000000000003e-05
56,7,2,16,0.0029328349922250717,23,52382.5,25760,5152,0.47550046608644286,1.0,1.0,2.576e-05
56,8,2,16,0.0029950762606786694,19,44488.5,21888,4256,0.47294216786767646,1.0285714285714287,1.0285714285714287,2.1279999999999996e-05
56,9,2,16,0.0029851004466068744,17,40893.5,20128,3808,0.47154185847653185,1.0571428571428572,1.0571428571428572,1.904e-05
56,10,2,16,0.0029836160149671557,15,37042.5,18240,3360,0.46968546009347356,1.0857142857142859,1.0857142857142859,1.6799999999999995e-05
56,11,2,16,0.0029053369546985456,14,35469.0,17472,3136,0.46890851023858726,1.1142857142857143,1.1142857142857143,1.568e-05
56,12,2,16,0.002988041732831299,12,31170.0,15360,2688,0.46599114131424063,1.1428571428571428,1.1428571428571428,1.344e-05
56,3,2,32,0.002969449253160917,26,57531.5,28288,5824,0.4768430723069273,0.9714285714285713,0.9714285714285713,2.9120000000000002e-05
56,4,2,32,0.0029703993071585662,20,46815.0,23040,4480,0.4740058016335096,1.0285714285714287,1.0285714285714287,2.2399999999999996e-05
56,5,2,32,0.002961597947837041,16,39500.0,19456,3584,0.47118085827763245,1.0857142857142859,1.0857142857142859,1.7919999999999998e-05
56,6,2,32,0.002988041732831299,12,31161.0,15360,2688,0.46611841107031227,1.1428571428571428,1.1428571428571428,1.344e-05
56,2,2,64,0.002970647414221782,20,46807.5,23040,4480,0.47407895142954143,1.0285714285714287,1.0285714285714287,2.2399999999999996e-05
56,3,2,64,0.002988041732831299,12,31156.5,15360,2688,0.4661820720214881,1.1428571428571428,1.1428571428571428,1.344e-05
56,1,2,192,0.002988041732831299,12,31153.5,15360,2688,0.46622452231716016,1.1428571428571428,1.1428571428571428,1.344e-05
64,48,2,2,0.0029804565003013136,17,42160.0,20672,4352,0.4703312704768839,0.95,0.95,2.176e-05
64,56,2,2,0.0029738570137158656,15,38160.0,18720,3840,0.4685622747296756,0.975,0.975,1.92e-05
64,64,2,2,0.002942406271523149,14,36512.0,17920,3584,0.4678362573099415,1.0,1.0,1.792e-05
64,72,2,2,0.0029557970217129644,13,34736.0,17056,3328,0.46692947875602275,1.025,1.025,1.664e-05
64,80,2,2,0.0028886563170189387,13,35568.0,17472,3328,0.46766595289079227,1.05,1.05,1.664e-05
64,88,2,2,0.00297982964122323,12,33600.0,16512,3072,0.4665461121157324,1.075,1.075,1.536e-05
64,96,2,2,0.0029686449686936074,12,34368.0,16896,3072,0.4672566371681416,1.1,1.1,1.536e-05
64,12,2,8,0.0029449445970943767,24,59304.0,29184,6144,0.47767447950766007,0.95,0.95,3.072e-05
64,14,2,8,0.0029354893363143855,21,53235.0,26208,5376,0.47627528304286987,0.975,0.975,2.688e-05
64,16,2,8,0.0029529554394677783,18,46782.0,23040,4608,0.47432782970313336,1.0,1.0,2.304e-05
64,18,2,8,0.0029492956246522594,16,42608.0,20992,4096,0.4727927927927928,1.025,1.025,2.048e-05
64,20,2,8,0.002975855984697989,14,38178.0,18816,3584,0.47075306479859896,1.05,1.05,1.792e-05
64,22,2,8,0.0029494994887744644,13,36283.0,17888,3328,0.46980958634274456,1.075,1.075,1.664e-05
64,24,2,8,0.0029686449686936074,12,34260.0,16896,3072,0.46865638522134695,1.1,1.1,1.536e-05
64,6,2,16,0.0029852543690328365,25,61737.5,30400,6400,0.4785178539103881,0.95,0.95,3.2e-05
64,7,2,16,0.002979499109132445,22,55737.0,27456,5632,0.47725494967755394,0.975,0.975,2.816e-05
64,8,2,16,0.002975571766078601,19,49352.5,24320,4864,0.4755154513193012,1.0,1.0,2.432e-05
64,9,2,16,0.0029652977843329337,17,45245.5,22304,4352,0.47417486048365665,1.025,1.025,2.1760000000000005e-05
64,10,2,16,0.0029639262141219515,15,40882.5,20160,3840,0.47241326787660076,1.05,1.05,1.92e-05
64,11,2,16,0.0029986752140312937,13,36263.5,17888,3328,0.4700503212413449,1.075,1.075,1.664e-05
64,12,2,16,0.0029686449686936074,12,34242.0,16896,3072,0.46889049231281565,1.1,1.1,1.536e-05
64,3,2,32,0.002993012699219409,25,61718.75,30400,6400,0.47865912463638044,0.95,0.95,3.2e-05
64,4,2,32,0.002942425801703582,20,51935.0,25600,5120,0.47648296015038993,1.0,1.0,2.56e-05
64,5,2,32,0.0029397443442372734,16,43596.0,21504,4096,0.47378161628624305,1.05,1.05,2.048e-05
64,6,2,32,0.0029686449686936074,12,34233.0,16896,3072,0.46900763358778624,1.1,1.1,1.536e-05
64,2,2,64,0.002931079199134812,20,51927.5,25600,5120,0.4765494838931859,1.0,1.0,2.56e-05
64,3,2,64,0.0029686449686936074,12,34228.5,16896,3072,0.46906622617676047,1.1,1.1,1.536e-05
64,1,2,192,0.0029686449686936074,12,34225.5,16896,3072,0.46910529603664886,1.1,1.1,1.536e-05
16,48,4,2,0.0029634518174837237,28,40320.0,19712,1792,0.46808510638297873,2.2,2.2,8.96e-06
16,56,4,2,0.002973324602781935,25,37600.0,18400,1600,0.4670999187652315,2.3,2.3,8.000000000000001e-06
16,64,4,2,0.0029487771586890962,23,36064.0,17664,1472,0.46661031276415893,2.4,2.4,7.36e-06
16,72,4,2,0.002977950114106688,21,34272.0,16800,1512,0.4658385093167702,2.2222222222222223,2.2222222222222223,7.56e-06
16,80,4,2,0.0029769166431166338,20,33920.0,16640,1600,0.4659498207885305,2.08,2.08,8e-06
16,88,4,2,0.0029385789226214916,20,35200.0,17280,1760,0.4671280276816609,1.9636363636363638,1.9636363636363638,8.799999999999999e-06
16,96,4,2,0.002928874558909842,20,36480.0,17920,1920,0.4682274247491639,1.8666666666666667,1.8666666666666667,9.6e-06
16,12,4,8,0.002978999831449166,37,52947.0,26048,2368,0.4758581632839475,2.2,2.2,1.1839999999999998e-05
16,14,4,8,0.0029876078364050964,32,47840.0,23552,2048,0.47453255963894264,2.3,2.3,1.024e-05
16,16,4,8,0.0029719019657324787,29,45211.0,22272,1856,0.4738420951854137,2.4,2.4,9.28e-06
16,18,4,8,0.002967638659024859,26,42198.0,20800,1664,0.4728347351670834,2.5,2.5,8.32e-06
16,20,4,8,0.0029832689243918884,23,38801.0,19136,1472,0.47141132707609684,2.6,2.6,7.36e-06
16,22,4,8,0.002966018063851208,21,36771.0,18144,1344,0.4705028135777818,2.7,2.7,6.72e-06
16,24,4,8,0.002928874558909842,20,36300.0,17920,1280,0.4704399873989289,2.8,2.8,6.4e-06
16,6,4,16,0.002980083525954774,41,58609.5,28864,2624,0.4778689270961814,2.2,2.2,1.3119999999999998e-05
16,7,4,16,0.0029684677085810075,35,52272.5,25760,2240,0.4764679225739626,2.3,2.3,1.12e-05
16,8,4,16,0.002958371058206313,31,48282.5,23808,1984,0.47545157715004643,2.4,2.4,9.92e-06
16,9,4,16,0.002983253167182665,27,43780.5,21600,1728,0.47397004772615065,2.5,2.5,8.64e-06
16,10,4,16,0.002995631595960561,24,40452.0,19968,1536,0.47268251112584037,2.6,2.6,7.68e-06
16,11,4,16,0.002956944288547682,22,38489.0,19008,1408,0.47188500782006404,2.7,2.7,7.0399999999999995e-06
16,12,4,16,0.002928874558909842,20,36270.0,17920,1280,0.4708107824076507,2.8,2.8,6.4e-06
16,3,4,32,0.002984404688449522,42,60007.5,29568,2688,0.4784504729002662,2.2,2.2,1.3439999999999998e-05
16,4,4,32,0.002986542390239405,31,48259.25,23808,1984,0.47567243575335283,2.4,2.4,9.92e-06
16,5,4,32,0.002983648415683941,25,42118.75,20800,1600,0.4736881059877137,2.6,2.6,8e-06
16,6,4,32,0.002928874558909842,20,36255.0,17920,1280,0.4709963991904749,2.8,2.8,6.4e-06
16,2,4,64,0.002976050532132962,31,48247.625,23808,1984,0.4757829420184504,2.4,2.4,9.92e-06
16,3,4,64,0.002928874558909842,20,36247.5,17920,1280,0.4710892624771619,2.8,2.8,6.4e-06
16,1,4,192,0.002928874558909842,20,36242.5,17920,1280,0.47115119168123676,2.8,2.8,6.4e-06
20,48,4,2,0.0029557524903832282,23,39008.0,19136,1840,0.46901960784313723,2.08,2.08,9.2e-06
20,56,4,2,0.002968315136552936,20,35200.0,17280,1600,0.4671280276816609,2.16,2.16,8e-06
20,64,4,2,0.00298622942034607,18,32832.0,16128,1440,0.4658040665434381,2.24,2.24,7.199999999999999e-06
20,72,4,2,0.0029594011116084954,17,32096.0,15776,1360,0.465533522190746,2.32,2.32,6.800000000000001e-06
20,80,4,2,0.002980352350838983,16,31232.0,15360,1280,0.46511627906976744,2.4,2.4,6.4e-06
20,88,4,2,0.002944648695316347,16,32256.0,15872,1408,0.46616541353383456,2.2545454545454544,2.2545454545454544,7.04e-06
20,96,4,2,0.002931685337373685,16,33280.0,16384,1536,0.46715328467153283,2.133333333333333,2.133333333333333,7.680000000000001e-06
20,12,4,8,0.002993233091644962,30,50610.0,24960,2400,0.476317697797794,2.08,2.08,1.2e-05
20,14,4,8,0.002987499242512846,26,45526.0,22464,2080,0.4747453400397312,2.16,2.16,1.04e-05
20,16,4,8,0.002953077402224839,24,43560.0,21504,1920,0.4741576997706827,2.24,2.24,9.599999999999998e-06
20,18,4,8,0.002960557515293309,21,39459.0,19488,1680,0.47242491091125066,2.32,2.32,8.4e-06
20,20,4,8,0.0029477483863624,19,36917.0,18240,1520,0.4712082461443075,2.4,2.4,7.6e-06
20,22,4,8,0.002942852873874899,17,34119.0,16864,1360,0.469605413383086,2.48,2.48,6.8e-06
20,24,4,8,0.002931685337373685,16,33136.0,16384,1280,0.4690792487402657,2.56,2.56,6.4e-06
20,6,4,16,0.002968041726544616,33,55621.5,27456,2640,0.4782150539507259,2.08,2.08,1.32e-05
20,7,4,16,0.0029785515823407722,29,50735.5,25056,2320,0.47700728189995717,2.16,2.16,1.16e-05
20,8,4,16,0.0029758801222272003,25,45337.5,22400,2000,0.4752861795690597,2.24,2.24,9.999999999999997e-06
20,9,4,16,0.002971288250295492,22,41305.0,20416,1760,0.4737220688214957,2.32,2.32,8.8e-06
20,10,4,16,0.0029623859875407585,20,38830.0,19200,1600,0.47265028802126924,2.4,2.4,8e-06
20,11,4,16,0.002994985831635904,17,34093.5,16864,1360,0.4699391118975631,2.48,2.48,6.8e-06
20,12,4,16,0.002931685337373685,16,33112.0,16384,1280,0.4694017877607151,2.56,2.56,6.4e-06
20,3,4,32,0.002961142265590542,34,57281.5,28288,2720,0.47886107984121473,2.08,2.08,1.36e-05
20,4,4,32,0.0029964238897419986,25,45318.75,22400,2000,0.4754753426765653,2.24,2.24,9.999999999999997e-06
20,5,4,32,0.002930785369749262,21,40755.75,20160,1680,0.4738205898079217,2.4,2.4,8.4e-06
20,6,4,32,0.002931685337373685,16,33100.0,16384,1280,0.4695632236615843,2.56,2.56,6.4e-06
20,2,4,64,0.002967646329090729,26,47121.75,23296,2080,0.4762668983670236,2.24,2.24,1.0399999999999999e-05
20,3,4,64,0.002931685337373685,16,33094.0,16384,1280,0.46964398325976037,2.56,2.56,6.4e-06
20,1,4,192,0.002931685337373685,16,33090.0,16384,1280,0.4696978384266957,2.56,2.56,6.4e-06
24,48,4,2,0.002987268299125486,19,37088.0,18240,1824,0.4691358024691358,2.0,2.0,9.12e-06
24,56,4,2,0.0029776136589466412,17,34272.0,16864,1632,0.4676131322094055,2.066666666666667,2.066666666666667,8.16e-06
24,64,4,2,0.002931399963217202,16,33280.0,16384,1536,0.46715328467153283,2.133333333333333,2.133333333333333,7.680000000000001e-06
24,72,4,2,0.002925580492205614,15,32160.0,15840,1440,0.4665409990574929,2.2,2.2,7.199999999999999e-06
24,80,4,2,0.002960672450441258,14,30912.0,15232,1344,0.4657534246575342,2.266666666666667,2.266666666666667,6.719999999999999e-06
24,88,4,2,0.0029263438764160488,14,31808.0,15680,1344,0.4666666666666667,2.333333333333333,2.333333333333333,6.720000000000001e-06
24,96,4,2,0.0029141655388219673,14,32704.0,16128,1344,0.4675324675324675,2.4,2.4,6.72e-06
24,12,4,8,0.0029887865147942383,26,50518.0,24960,2496,0.47715541961384056,2.0,2.0,1.248e-05
24,14,4,8,0.002964416666378648,23,46161.0,22816,2208,0.47579922006965153,2.066666666666667,2.066666666666667,1.1039999999999998e-05
24,16,4,8,0.0029739484014711555,20,41420.0,20480,1920,0.47394242340090714,2.133333333333333,2.133333333333333,9.600000000000001e-06
24,18,4,8,0.0029716478310775076,18,38430.0,19008,1728,0.472577196559097,2.2,2.2,8.64e-06
24,20,4,8,0.0029648476738696485,16,35184.0,17408,1536,0.4707918649935093,2.266666666666667,2.266666666666667,7.68e-06
24,22,4,8,0.002915776702561568,15,33945.0,16800,1440,0.47010101575398044,2.333333333333333,2.333333333333333,7.2000000000000005e-06
24,24,4,8,0.0029141655388219673,14,32578.0,16128,1344,0.46924643584521386,2.4,2.4,6.72e-06
24,6,4,16,0.002957939363341825,29,56303.5,27840,2784,0.479210954376845,2.0,2.0,1.392e-05
24,7,4,16,0.002985138054996622,25,50137.5,24800,2400,0.47757055238352,2.066666666666667,2.066666666666667,1.1999999999999999e-05
24,8,4,16,0.002944348195023592,22,45529.0,22528,2112,0.4760677077830139,2.133333333333333,2.133333333333333,1.0560000000000002e-05
24,9,4,16,0.002977778326232554,19,40536.5,20064,1824,0.4740068748006662,2.2,2.2,9.12e-06
24,10,4,16,0.002973894385965856,17,37357.5,18496,1632,0.47244536967266504,2.266666666666667,2.266666666666667,8.159999999999998e-06
24,11,4,16,0.002966901191220613,15,33922.5,16800,1440,0.4703971776169343,2.333333333333333,2.333333333333333,7.2000000000000005e-06
24,12,4,16,0.0029141655388219673,14,32557.0,16128,1344,0.4695333197472998,2.4,2.4,6.72e-06
24,3,4,32,0.0029846935857679724,29,56281.75,27840,2784,0.4793904302718526,2.0,2.0,1.392e-05
24,4,4,32,0.0029398261494943474,23,47581.25,23552,2208,0.4770194386636488,2.133333333333333,2.133333333333333,1.1040000000000001e-05
24,5,4,32,0.002960977621687511,18,39541.5,19584,1728,0.47380454111072134,2.266666666666667,2.266666666666667,8.639999999999999e-06
24,6,4,32,0.0029141655388219673,14,32546.5,16128,1344,0.4696768932830496,2.4,2.4,6.72e-06
24,2,4,64,0.0029701299411161743,22,45504.25,22528,2112,0.4763168327298676,2.133333333333333,2.133333333333333,1.0560000000000002e-05
24,3,4,64,0.0029141655388219673,14,32541.25,16128,1344,0.4697487129823131,2.4,2.4,6.72e-06
24,1,4,192,0.0029141655388219673,14,32537.75,16128,1344,0.46979660498547177,2.4,2.4,6.72e-06
28,48,4,2,0.0029462147628218477,18,39744.0,19584,2016,0.4714946070878274,1.9428571428571426,1.9428571428571426,1.0080000000000002e-05
28,56,4,2,0.0029397699653358287,16,36352.0,17920,1792,0.4697986577181208,2.0,2.0,8.96e-06
28,64,4,2,0.002999297788005228,14,32704.0,16128,1568,0.4675324675324675,2.0571428571428574,2.0571428571428574,7.84e-06
28,72,4,2,0.002901623159315695,14,33600.0,16576,1568,0.46835443037974683,2.1142857142857143,2.1142857142857143,7.84e-06
28,80,4,2,0.002947629163452425,13,32032.0,15808,1456,0.467360454115421,2.1714285714285717,2.1714285714285717,7.279999999999999e-06
28,88,4,2,0.0029116588023503694,13,32864.0,16224,1456,0.46814404432132967,2.2285714285714286,2.2285714285714286,7.28e-06
28,96,4,2,0.002900123784682081,13,33696.0,16640,1456,0.4688908926961226,2.2857142857142856,2.2857142857142856,7.28e-06
28,12,4,8,0.002943538101726106,25,54975.0,27200,2800,0.47915161977909704,1.9428571428571426,1.9428571428571426,1.4000000000000001e-05
28,14,4,8,0.0029748170449400684,21,47523.0,23520,2352,0.47693399574166073,2.0,2.0,1.176e-05
28,16,4,8,0.002927550983142022,19,44213.0,21888,2128,0.4757743723508314,2.0571428571428574,2.0571428571428574,1.0639999999999998e-05
28,18,4,8,0.0029237242190468513,17,40647.0,20128,1904,0.4742807323452485,2.1142857142857143,2.1142857142857143,9.52e-06
