NZr,NZc,Tr,Tc,Accuracy (%),MSE,Nsteps,Compressed Memory Footprint (byte),Nops,Ncycles,CTC (Ops/byte),CP (GOps/s),AttPerf (GOps/s),Execution Time (s)
64,80,2,2,81.81818181818183,0.005301664578216631,10,47040.0,26152,800,0.5355504587155964,13.076,5.355504587155964,4.8832e-06
64,88,2,2,81.81818181818183,0.005236673078876225,10,49600.0,27432,880,0.5337795765877957,12.469090909090909,5.337795765877957,5.139200000000001e-06
64,96,2,2,81.56565656565657,0.005213798376258878,10,52160.0,28712,960,0.5321767497034401,11.963333333333335,5.321767497034401,5.3952000000000005e-06
64,12,2,8,81.81818181818183,0.003943444784782702,33,120252.0,62340,2112,0.5107993838287831,11.806818181818182,5.107993838287831,1.22044e-05
16,80,4,2,81.56565656565657,0.0036325272918006028,34,124576.0,64136,2720,0.5075335527981768,9.431764705882353,5.075335527981768,1.2636799999999999e-05
16,88,4,2,81.56565656565657,0.0047617903242514175,21,82320.0,43476,1848,0.5168822522351151,9.410389610389611,5.168822522351151,8.411199999999998e-06
16,96,4,2,81.56565656565657,0.005941862098302872,13,54288.0,29748,1248,0.5304564907275321,9.534615384615385,5.304564907275321,5.608e-06
16,12,4,8,82.57575757575758,0.0059535478042154035,25,65100.0,35172,400,0.525802786581355,35.172,5.258027865813551,6.6891999999999986e-06
20,80,4,2,81.81818181818183,0.005546503930391867,13,50960.0,28084,1040,0.5323779193205945,10.801538461538462,5.3237791932059455,5.275199999999999e-06
20,88,4,2,82.07070707070707,0.005486493728109665,13,54288.0,29748,1144,0.5304564907275321,10.4013986013986,5.304564907275321,5.608e-06
20,96,4,2,82.07070707070707,0.005462985097999068,13,57616.0,31412,1248,0.5287503366549959,10.067948717948719,5.287503366549959,5.9408e-06
20,12,4,8,81.56565656565657,0.005162596838697999,29,82940.0,44020,580,0.5195203701081056,30.358620689655172,5.195203701081056,8.4732e-06
24,80,4,2,82.32323232323232,0.005312031429084828,12,50112.0,27696,960,0.5336004932182491,11.54,5.336004932182491,5.1903999999999995e-06
24,88,4,2,82.32323232323232,0.005698729727507563,10,44320.0,24872,880,0.539382373351839,11.305454545454545,5.39382373351839,4.6112e-06
24,96,4,2,81.56565656565657,0.005937856124912561,9,42192.0,23844,864,0.5421062204437977,11.038888888888888,5.421062204437978,4.398399999999999e-06
24,12,4,8,81.81818181818183,0.004640523624351148,30,93480.0,49272,720,0.5171718868082963,27.373333333333335,5.171718868082963,9.5272e-06
28,80,4,2,81.56565656565657,0.005738016987943489,9,39888.0,22692,720,0.5444337811900192,12.606666666666666,5.4443378119001915,4.168e-06
28,88,4,2,82.07070707070707,0.005674686505269888,9,42192.0,23844,792,0.5421062204437977,12.042424242424243,5.421062204437978,4.398399999999999e-06
28,96,4,2,81.56565656565657,0.005654094321790915,9,44496.0,24996,864,0.5400103698582785,11.572222222222223,5.400103698582786,4.6288000000000005e-06
28,12,4,8,81.81818181818183,0.00467827736131629,26,87672.0,46440,728,0.5190914781364572,25.516483516483518,5.1909147813645715,8.9464e-06
32,80,4,2,81.81818181818183,0.005301664578216631,10,46880.0,26152,800,0.5373109796186719,13.076,5.37310979618672,4.8672e-06
32,88,4,2,81.81818181818183,0.005236673078876225,10,49440.0,27432,880,0.5354465958775765,12.469090909090909,5.354465958775765,5.1232e-06
32,96,4,2,81.56565656565657,0.005213798376258878,10,52000.0,28712,960,0.5337596668649613,11.963333333333335,5.3375966686496135,5.3792e-06
32,12,4,8,81.81818181818183,0.003943444784782702,33,119724.0,62340,1056,0.5130188617136838,23.613636363636363,5.130188617136838,1.21516e-05
8,80,8,2,81.56565656565657,0.004712966291728399,25,91400.0,47972,2000,0.5147652158983603,9.5944,5.147652158983603,9.3192e-06
8,88,8,2,82.07070707070707,0.004942750341470798,22,86064.0,45400,1936,0.5167546894918958,9.3801652892562,5.167546894918958,8.785600000000001e-06
8,96,8,2,81.56565656565657,0.0049330708935128986,22,91696.0,48216,2112,0.515745336299846,9.131818181818183,5.15745336299846,9.3488e-06
8,12,8,8,81.81818181818183,0.005836660032700024,30,77880.0,41592,360,0.522040365498544,46.21333333333334,5.22040365498544,7.9672e-06
10,80,8,2,82.07070707070707,0.00584795083004482,13,50856.0,28084,1040,0.533429569974168,10.801538461538462,5.334295699741681,5.2648e-06
10,88,8,2,81.81818181818183,0.005977948881207196,12,50016.0,27696,1056,0.5345892526250772,10.49090909090909,5.345892526250772,5.1808000000000004e-06
10,96,8,2,81.56565656565657,0.005761405129283724,13,57512.0,31412,1248,0.5296775934169702,10.067948717948719,5.296775934169702,5.9304e-06
10,12,8,8,81.56565656565657,0.0038085736504158865,57,162564.0,83556,684,0.5083842390907543,48.863157894736844,5.0838423909075425,1.64356e-05
12,80,8,2,81.81818181818183,0.00503144020363545,15,62520.0,33852,1200,0.5263714392337355,11.284,5.263714392337356,6.4311999999999995e-06
12,88,8,2,82.32323232323232,0.004964005431773239,15,66360.0,35772,1320,0.5248855499471768,10.84,5.248855499471769,6.8152e-06
12,96,8,2,81.81818181818183,0.004492901359212484,18,84240.0,44616,1728,0.5185977310768086,10.327777777777778,5.185977310768086,8.603200000000001e-06
12,12,8,8,82.07070707070707,0.00519635277877543,26,80808.0,43112,312,0.5219370460048426,55.271794871794874,5.219370460048426,8.26e-06
14,80,8,2,81.81818181818183,0.005362696966887229,11,48664.0,27052,880,0.5361503091802758,12.296363636363637,5.361503091802758,5.0456000000000004e-06
14,88,8,2,82.32323232323232,0.005298315432207356,11,51480.0,28460,968,0.5342393752815738,11.760330578512395,5.342393752815738,5.3272e-06
14,96,8,2,82.32323232323232,0.005279956042861435,11,54296.0,29868,1056,0.532520325203252,11.313636363636364,5.325203252032519,5.608800000000001e-06
14,12,8,8,81.81818181818183,0.0052019242399711525,22,74008.0,39768,308,0.5246437994722956,51.64675324675324,5.246437994722956,7.5799999999999994e-06
16,80,8,2,81.81818181818183,0.005301664578216631,10,46800.0,26152,800,0.5381955877510701,13.076,5.381955877510701,4.859200000000001e-06
16,88,8,2,81.81818181818183,0.005236673078876225,10,49360.0,27432,880,0.5362840162652487,12.469090909090909,5.362840162652487,5.1152e-06
16,96,8,2,81.56565656565657,0.005213798376258878,10,51920.0,28712,960,0.5345546619005064,11.963333333333335,5.345546619005064,5.3711999999999995e-06
16,12,8,8,81.81818181818183,0.003943444784782702,33,119460.0,62340,528,0.5141358493055784,47.22727272727273,5.141358493055784,1.21252e-05
4,80,16,2,81.81818181818183,0.0035935495525593114,43,157036.0,80300,3440,0.5055783614979726,9.337209302325583,5.055783614979727,1.58828e-05
4,88,16,2,81.56565656565657,0.004414044895150976,30,117240.0,60792,2640,0.5107198064386047,9.210909090909091,5.107198064386047,1.1903200000000002e-05
4,96,16,2,81.81818181818183,0.0050667908478157385,23,95772.0,50268,2208,0.515231027838137,9.106521739130434,5.15231027838137,9.7564e-06
4,12,16,8,81.81818181818183,0.005369578709881597,41,105628.0,55716,492,0.5186743623161423,45.297560975609755,5.186743623161423,1.0742e-05
5,80,16,2,81.81818181818183,0.00458297317553205,23,89884.0,47324,1840,0.5162092586936603,10.287826086956523,5.162092586936603,9.1676e-06
5,88,16,2,81.56565656565657,0.004214408546896977,26,108264.0,56424,2288,0.5126844515519372,9.864335664335664,5.126844515519372,1.1005599999999998e-05
5,96,16,2,81.56565656565657,0.004490118203847536,23,101660.0,53212,2208,0.5143641495572826,9.639855072463767,5.143641495572826,1.03452e-05
5,12,16,8,82.57575757575758,0.005803290016991532,27,76896.0,41196,324,0.5235359902399349,50.85925925925926,5.235359902399349,7.868800000000002e-06
6,80,16,2,81.81818181818183,0.005601327094840339,13,54132.0,29748,1040,0.5319361991273872,11.44153846153846,5.3193619912738725,5.592399999999998e-06
6,88,16,2,82.32323232323232,0.0055374133647256695,13,57460.0,31412,1144,0.5301424424492001,10.983216783216783,5.301424424492001,5.9252e-06
6,96,16,2,82.07070707070707,0.005510004329117885,13,60788.0,33076,1248,0.5285394694790668,10.60128205128205,5.285394694790668,6.258e-06
6,12,16,8,82.57575757575758,0.005596111577843222,24,74496.0,40032,288,0.524748322147651,55.6,5.24748322147651,7.6288000000000005e-06
7,80,16,2,82.82828282828282,0.005499383053340205,11,48620.0,27052,880,0.536618265492343,12.296363636363637,5.36618265492343,5.041200000000001e-06
7,88,16,2,82.82828282828282,0.005437141161239667,11,51436.0,28460,968,0.534680994965056,11.760330578512395,5.3468099496505594,5.3228e-06
7,96,16,2,82.07070707070707,0.0054140114267827765,11,54252.0,29868,1056,0.5329384055385055,11.313636363636364,5.329384055385055,5.604399999999999e-06
7,12,16,8,81.56565656565657,0.005554523938236529,20,67200.0,36432,240,0.5280612244897959,60.720000000000006,5.280612244897958,6.899200000000001e-06
8,80,16,2,81.81818181818183,0.005301664578216631,10,46760.0,26152,800,0.538638985005767,13.076,5.38638985005767,4.8552e-06
8,88,16,2,81.81818181818183,0.005236673078876225,10,49320.0,27432,880,0.5367037095007043,12.469090909090909,5.367037095007044,5.1111999999999994e-06
8,96,16,2,81.56565656565657,0.005213798376258878,10,51880.0,28712,960,0.5349530481442838,11.963333333333335,5.349530481442838,5.3672e-06
8,12,16,8,81.81818181818183,0.003943444784782702,33,119328.0,62340,396,0.5146961690885072,62.969696969696976,5.146961690885073,1.2112e-05
2,80,32,2,81.56565656565657,0.004702483326973936,28,101291.5,53360,2240,0.5176386133571328,9.528571428571428,5.176386133571328,1.0308350000000001e-05
2,88,32,2,81.56565656565657,0.004024867525733738,36,139643.5,72336,3168,0.511441611193795,9.133333333333333,5.114416111937951,1.414355e-05
2,96,32,2,82.32323232323232,0.003565729178251252,43,177929.5,91308,4128,0.5080527371516486,8.847674418604653,5.080527371516485,1.797215e-05
2,12,32,8,81.81818181818183,0.005868285911131193,34,87416.5,46728,408,0.5238065879372481,45.811764705882354,5.238065879372481,8.920850000000001e-06
3,80,32,2,81.56565656565657,0.005902492174743212,12,49944.0,27696,960,0.5353332302458637,11.54,5.353332302458637,5.173599999999999e-06
3,88,32,2,82.07070707070707,0.005838036808467531,12,53016.0,29232,1056,0.5333527952123778,11.072727272727274,5.333527952123777,5.4808e-06
3,96,32,2,82.32323232323232,0.0058158559721331006,12,56088.0,30768,1152,0.531582584657913,10.683333333333332,5.31582584657913,5.7879999999999995e-06
3,12,32,8,81.81818181818183,0.005811008023619418,23,71346.0,38492,276,0.5262927616287019,55.78550724637682,5.262927616287019,7.3138e-06
4,80,32,2,81.81818181818183,0.005301664578216631,10,46740.0,26152,800,0.5388609577186186,13.076,5.388609577186187,4.8531999999999995e-06
4,88,32,2,81.81818181818183,0.005236673078876225,10,49300.0,27432,880,0.5369138025522586,12.469090909090909,5.369138025522586,5.109200000000001e-06
4,96,32,2,81.56565656565657,0.005213798376258878,10,51860.0,28712,960,0.5351524640274361,11.963333333333335,5.351524640274361,5.3652e-06
4,12,32,8,81.81818181818183,0.003943444784782702,33,119262.0,62340,396,0.5149767872189271,62.969696969696976,5.149767872189272,1.2105399999999998e-05
1,80,64,2,81.81818181818183,0.00414007164314747,35,126806.75,65932,2800,0.512695496651406,9.418857142857142,5.12695496651406,1.2859875e-05
1,88,64,2,82.82828282828282,0.003953100865343513,37,143512.75,74260,3256,0.5110638158766317,9.122850122850123,5.110638158766317,1.4530474999999999e-05
1,96,64,2,83.08080808080808,0.004437103131436121,30,123793.75,64632,2880,0.5146443764519462,8.976666666666667,5.146443764519462,1.2558575e-05
1,12,64,8,82.07070707070707,0.0059626583289213,32,81561.5,44160,384,0.5297917903867264,46.0,5.297917903867264,8.33535e-06
2,80,64,2,81.81818181818183,0.005301664578216631,10,46730.0,26152,800,0.5389720126952723,13.076,5.389720126952723,4.8522e-06
2,88,64,2,81.81818181818183,0.005236673078876225,10,49290.0,27432,880,0.5370189107709173,12.469090909090909,5.370189107709173,5.1082000000000005e-06
2,96,64,2,81.56565656565657,0.005213798376258878,10,51850.0,28712,960,0.5352522277320011,11.963333333333335,5.352522277320011,5.364199999999999e-06
2,12,64,8,81.81818181818183,0.003943444784782702,33,119229.0,62340,396,0.5151172110625428,62.969696969696976,5.151172110625428,1.2102100000000002e-05
1,80,128,2,81.81818181818183,0.005301664578216631,10,46725.0,26152,800,0.5390275573510316,13.076,5.390275573510316,4.8517000000000005e-06
1,88,128,2,81.81818181818183,0.005236673078876225,10,49285.0,27432,880,0.5370714803140356,12.469090909090909,5.370714803140356,5.107699999999999e-06
1,96,128,2,81.56565656565657,0.005213798376258878,10,51845.0,28712,960,0.5353021235341275,11.963333333333335,5.353021235341275,5.3637e-06
1,12,128,8,81.81818181818183,0.003943444784782702,33,119212.5,62340,396,0.5151874517063415,62.969696969696976,5.1518745170634155,1.2100449999999999e-05
